	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_3716	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3717	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3718	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3719	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_3720	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3721	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3722	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_3723	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3724	NA	NA	NA	NA	NA	NA	NA
ASV_3725	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3726	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3727	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3728	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3729	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3730	NA	NA	NA	NA	NA	NA	NA
ASV_3731	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA
ASV_3732	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	NA	NA
ASV_3733	NA	NA	NA	NA	NA	NA	NA
ASV_3734	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_3735	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3736	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3737	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3738	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3739	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3740	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3741	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Sva0081 sediment group	NA
ASV_3742	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3743	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3744	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3745	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3746	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3747	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3748	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3749	NA	NA	NA	NA	NA	NA	NA
ASV_3750	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_3751	NA	NA	NA	NA	NA	NA	NA
ASV_3752	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA
ASV_3753	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3754	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3755	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rubrivivax	NA
ASV_3756	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	NA	NA
ASV_3757	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	NA
ASV_3758	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3759	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Emticicia	NA
ASV_3760	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3761	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	NA
ASV_3762	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA	NA
ASV_3763	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_3764	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
ASV_3765	Bacteria	Cyanobacteria	Cyanobacteriia	Gloeobacterales	Gloeobacteraceae	Gloeobacter PCC-7421	NA
ASV_3766	Bacteria	Proteobacteria	Gammaproteobacteria	CCM19a	NA	NA	NA
ASV_3767	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	NA
ASV_3768	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA
ASV_3769	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	NA	NA
ASV_3770	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3771	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_3772	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA	NA
ASV_3773	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA
ASV_3774	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	NA
ASV_3775	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3776	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_3777	NA	NA	NA	NA	NA	NA	NA
ASV_3778	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3779	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3780	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3781	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	NA	NA
ASV_3782	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3783	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3784	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3785	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3786	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade III	NA	NA
ASV_3787	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3788	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3789	NA	NA	NA	NA	NA	NA	NA
ASV_3790	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3791	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3792	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3793	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3794	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3795	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3796	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3797	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3798	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3799	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3800	NA	NA	NA	NA	NA	NA	NA
ASV_3801	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3802	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3803	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_3804	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Chryseomicrobium	NA
ASV_3805	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3806	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3807	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3808	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3809	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	T34	NA	NA
ASV_3810	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3811	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_3812	NA	NA	NA	NA	NA	NA	NA
ASV_3813	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3814	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	NA
ASV_3815	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3816	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3817	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	NA
ASV_3818	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3819	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3820	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3821	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	NA
ASV_3822	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3823	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	NA
ASV_3824	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	NA	NA
ASV_3825	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA	NA
ASV_3826	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3827	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_3828	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3829	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3830	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3831	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3832	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3833	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3834	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
ASV_3835	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3836	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3837	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3838	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Phreatobacter	NA
ASV_3839	NA	NA	NA	NA	NA	NA	NA
ASV_3840	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Zavarzinella	NA
ASV_3841	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	NA	NA
ASV_3842	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	dehalogenans
ASV_3843	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	NA
ASV_3844	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA
ASV_3845	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	NA
ASV_3846	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA
ASV_3847	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	NA
ASV_3848	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	NA
ASV_3849	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_3850	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3851	NA	NA	NA	NA	NA	NA	NA
ASV_3852	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3853	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Dinghuibacter	NA
ASV_3854	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_3855	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA
ASV_3856	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3857	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3858	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3859	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3860	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Pseudarcicella	NA
ASV_3861	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA	NA
ASV_3862	NA	NA	NA	NA	NA	NA	NA
ASV_3863	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	UKL13-1	NA
ASV_3864	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	NA	NA	NA
ASV_3865	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3866	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_3867	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3868	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3869	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3870	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3871	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3872	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	NA
ASV_3873	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3874	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3875	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3876	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3877	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3878	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3879	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3880	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3881	NA	NA	NA	NA	NA	NA	NA
ASV_3882	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3883	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_3884	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3885	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	NA	NA
ASV_3886	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3887	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3888	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3889	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3890	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3891	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Dinghuibacter	NA
ASV_3892	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3893	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3894	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3895	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3896	NA	NA	NA	NA	NA	NA	NA
ASV_3897	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA	NA
ASV_3898	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3899	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3900	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3901	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3902	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	NA	NA
ASV_3903	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3904	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3905	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3906	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	NA	NA
ASV_3907	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3908	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3909	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_3910	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3911	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Haliscomenobacter	calcifugiens
ASV_3912	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Dinghuibacter	NA
ASV_3913	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA
ASV_3914	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	NA
ASV_3915	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_3916	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA	NA
ASV_3917	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	NA	NA
ASV_3918	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA	NA
ASV_3919	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV_3920	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3921	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Snowella 0TU37S04	NA
ASV_3922	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	SH3-11	NA
ASV_3923	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum	NA
ASV_3924	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3925	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_3926	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3927	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Tychonema CCAP 1459-11B	bourrellyi
ASV_3928	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3929	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA
ASV_3930	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3931	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis	NA
ASV_3932	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	NA
ASV_3933	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3934	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA	NA
ASV_3935	NA	NA	NA	NA	NA	NA	NA
ASV_3936	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3937	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3938	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3939	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA	NA
ASV_3940	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3941	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3942	NA	NA	NA	NA	NA	NA	NA
ASV_3943	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3944	NA	NA	NA	NA	NA	NA	NA
ASV_3945	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3946	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3947	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3948	NA	NA	NA	NA	NA	NA	NA
ASV_3949	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_3950	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3951	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3952	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_3953	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3954	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3955	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3956	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3957	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3958	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3959	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3960	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3961	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3962	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3963	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3964	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3965	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3966	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA
ASV_3967	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV_3968	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3969	NA	NA	NA	NA	NA	NA	NA
ASV_3970	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3971	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3972	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3973	NA	NA	NA	NA	NA	NA	NA
ASV_3974	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3975	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_3976	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3977	NA	NA	NA	NA	NA	NA	NA
ASV_3978	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Oligoflexus	NA
ASV_3979	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3980	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3981	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	NA
ASV_3982	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3983	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3984	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_3985	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	NA	NA
ASV_3986	NA	NA	NA	NA	NA	NA	NA
ASV_3987	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3988	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA	NA
ASV_3989	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3990	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3991	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
ASV_3992	NA	NA	NA	NA	NA	NA	NA
ASV_3993	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_3994	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Propionivibrio	NA
ASV_3995	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	NA	NA
ASV_3996	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	NA
ASV_3997	Bacteria	NA	NA	NA	NA	NA	NA
ASV_3998	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_3999	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	NA	NA
ASV_4000	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	NA
ASV_4001	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_4002	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_4003	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	NA
ASV_4004	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	NA
ASV_4005	NA	NA	NA	NA	NA	NA	NA
ASV_4006	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_4007	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA
ASV_4008	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_4009	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	NA
ASV_4010	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_4011	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_4012	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4013	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_4014	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	NA
ASV_4015	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	phototrophica
ASV_4016	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	NA
ASV_4017	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA	NA
ASV_4018	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA	NA
ASV_4019	NA	NA	NA	NA	NA	NA	NA
ASV_4020	Bacteria	Actinobacteriota	Actinobacteria	PeM15	NA	NA	NA
ASV_4021	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4022	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_4023	NA	NA	NA	NA	NA	NA	NA
ASV_4024	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4025	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4026	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	NA
ASV_4027	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
ASV_4028	Bacteria	SAR324 clade(Marine group B)	NA	NA	NA	NA	NA
ASV_4029	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4030	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4031	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4032	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4033	NA	NA	NA	NA	NA	NA	NA
ASV_4034	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4035	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4036	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_4037	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV_4038	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_4039	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4040	NA	NA	NA	NA	NA	NA	NA
ASV_4041	Bacteria	NA	NA	NA	NA	NA	NA
